"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Agranulocytosis"	"288"	"1969"	"1969"	320	201568206	0.2
	"Agranulocytosis"	"288"	"1970"	"1970"	316	203458035	0.2
	"Agranulocytosis"	"288"	"1971"	"1971"	327	206782970	0.2
	"Agranulocytosis"	"288"	"1972"	"1972"	296	209237411	0.1
	"Agranulocytosis"	"288"	"1973"	"1973"	316	211361965	0.1
	"Agranulocytosis"	"288"	"1974"	"1974"	343	213436958	0.2
	"Agranulocytosis"	"288"	"1975"	"1975"	337	215457198	0.2
	"Agranulocytosis"	"288"	"1976"	"1976"	318	217615788	0.1
	"Agranulocytosis"	"288"	"1977"	"1977"	332	219808632	0.2
	"Agranulocytosis"	"288"	"1978"	"1978"	347	222102279	0.2
"Total"	"Agranulocytosis"	"288"			3515	2320363006	0.2
	"Polycythemia, secondary"	"289.0"	"1968"	"1968"	32	199533564	0.0
	"Polycythemia, secondary"	"289.0"	"1969"	"1969"	12	201568206	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1970"	"1970"	20	203458035	0.0
	"Polycythemia, secondary"	"289.0"	"1971"	"1971"	14	206782970	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1972"	"1972"	14	209237411	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1973"	"1973"	20	211361965	0.0
	"Polycythemia, secondary"	"289.0"	"1974"	"1974"	16	213436958	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1975"	"1975"	16	215457198	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1976"	"1976"	13	217615788	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1977"	"1977"	17	219808632	0.0 (Unreliable)
	"Polycythemia, secondary"	"289.0"	"1978"	"1978"	14	222102279	0.0 (Unreliable)
"Total"	"Polycythemia, secondary"	"289.0"			188	2320363006	0.0
	"Chronic lymphadenitis"	"289.1"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Chronic lymphadenitis"	"289.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Chronic lymphadenitis"	"289.1"			7	2320363006	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1968"	"1968"	15	199533564	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1969"	"1969"	11	201568206	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1970"	"1970"	15	203458035	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1971"	"1971"	23	206782970	0.0
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1972"	"1972"	8	209237411	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1973"	"1973"	18	211361965	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1974"	"1974"	12	213436958	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1975"	"1975"	15	215457198	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1976"	"1976"	16	217615788	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1977"	"1977"	11	219808632	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	"1978"	"1978"	13	222102279	0.0 (Unreliable)
"Total"	"Nonspecific mesenteric lymphadenitis"	"289.2"			157	2320363006	0.0
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1968"	"1968"	8	199533564	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1969"	"1969"	7	201568206	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1970"	"1970"	8	203458035	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1971"	"1971"	8	206782970	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1972"	"1972"	6	209237411	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1973"	"1973"	9	211361965	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1974"	"1974"	7	213436958	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1975"	"1975"	7	215457198	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1976"	"1976"	7	217615788	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1977"	"1977"	4	219808632	0.0 (Unreliable)
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	"1978"	"1978"	5	222102279	0.0 (Unreliable)
"Total"	"Lymphadenitis, unspecified, except mesenteric"	"289.3"			76	2320363006	0.0
	"Hypersplenism"	"289.4"	"1968"	"1968"	54	199533564	0.0
	"Hypersplenism"	"289.4"	"1969"	"1969"	25	201568206	0.0
	"Hypersplenism"	"289.4"	"1970"	"1970"	34	203458035	0.0
	"Hypersplenism"	"289.4"	"1971"	"1971"	32	206782970	0.0
	"Hypersplenism"	"289.4"	"1972"	"1972"	26	209237411	0.0
	"Hypersplenism"	"289.4"	"1973"	"1973"	32	211361965	0.0
	"Hypersplenism"	"289.4"	"1974"	"1974"	33	213436958	0.0
	"Hypersplenism"	"289.4"	"1975"	"1975"	40	215457198	0.0
	"Hypersplenism"	"289.4"	"1976"	"1976"	29	217615788	0.0
	"Hypersplenism"	"289.4"	"1977"	"1977"	30	219808632	0.0
	"Hypersplenism"	"289.4"	"1978"	"1978"	28	222102279	0.0
"Total"	"Hypersplenism"	"289.4"			363	2320363006	0.0
	"Other disease of spleen"	"289.5"	"1968"	"1968"	97	199533564	0.0
	"Other disease of spleen"	"289.5"	"1969"	"1969"	108	201568206	0.1
	"Other disease of spleen"	"289.5"	"1970"	"1970"	96	203458035	0.0
	"Other disease of spleen"	"289.5"	"1971"	"1971"	95	206782970	0.0
	"Other disease of spleen"	"289.5"	"1972"	"1972"	96	209237411	0.0
	"Other disease of spleen"	"289.5"	"1973"	"1973"	105	211361965	0.0
	"Other disease of spleen"	"289.5"	"1974"	"1974"	98	213436958	0.0
	"Other disease of spleen"	"289.5"	"1975"	"1975"	86	215457198	0.0
	"Other disease of spleen"	"289.5"	"1976"	"1976"	73	217615788	0.0
	"Other disease of spleen"	"289.5"	"1977"	"1977"	86	219808632	0.0
	"Other disease of spleen"	"289.5"	"1978"	"1978"	92	222102279	0.0
"Total"	"Other disease of spleen"	"289.5"			1032	2320363006	0.0
	"Other and unspecified"	"289.9"	"1968"	"1968"	174	199533564	0.1
	"Other and unspecified"	"289.9"	"1969"	"1969"	148	201568206	0.1
	"Other and unspecified"	"289.9"	"1970"	"1970"	141	203458035	0.1
	"Other and unspecified"	"289.9"	"1971"	"1971"	150	206782970	0.1
	"Other and unspecified"	"289.9"	"1972"	"1972"	172	209237411	0.1
	"Other and unspecified"	"289.9"	"1973"	"1973"	141	211361965	0.1
	"Other and unspecified"	"289.9"	"1974"	"1974"	132	213436958	0.1
	"Other and unspecified"	"289.9"	"1975"	"1975"	152	215457198	0.1
	"Other and unspecified"	"289.9"	"1976"	"1976"	167	217615788	0.1
	"Other and unspecified"	"289.9"	"1977"	"1977"	172	219808632	0.1
	"Other and unspecified"	"289.9"	"1978"	"1978"	194	222102279	0.1
"Total"	"Other and unspecified"	"289.9"			1743	2320363006	0.1
	"Senile dementia"	"290.0"	"1968"	"1968"	345	199533564	0.2
	"Senile dementia"	"290.0"	"1969"	"1969"	253	201568206	0.1
	"Senile dementia"	"290.0"	"1970"	"1970"	278	203458035	0.1
	"Senile dementia"	"290.0"	"1971"	"1971"	285	206782970	0.1
	"Senile dementia"	"290.0"	"1972"	"1972"	386	209237411	0.2
	"Senile dementia"	"290.0"	"1973"	"1973"	377	211361965	0.2
	"Senile dementia"	"290.0"	"1974"	"1974"	431	213436958	0.2
	"Senile dementia"	"290.0"	"1975"	"1975"	459	215457198	0.2
	"Senile dementia"	"290.0"	"1976"	"1976"	479	217615788	0.2
	"Senile dementia"	"290.0"	"1977"	"1977"	626	219808632	0.3
	"Senile dementia"	"290.0"	"1978"	"1978"	789	222102279	0.4
"Total"	"Senile dementia"	"290.0"			4708	2320363006	0.2
	"Presenile dementia"	"290.1"	"1968"	"1968"	197	199533564	0.1
	"Presenile dementia"	"290.1"	"1969"	"1969"	174	201568206	0.1
	"Presenile dementia"	"290.1"	"1970"	"1970"	214	203458035	0.1
	"Presenile dementia"	"290.1"	"1971"	"1971"	230	206782970	0.1
	"Presenile dementia"	"290.1"	"1972"	"1972"	294	209237411	0.1
	"Presenile dementia"	"290.1"	"1973"	"1973"	354	211361965	0.2
	"Presenile dementia"	"290.1"	"1974"	"1974"	395	213436958	0.2
	"Presenile dementia"	"290.1"	"1975"	"1975"	404	215457198	0.2
	"Presenile dementia"	"290.1"	"1976"	"1976"	457	217615788	0.2
	"Presenile dementia"	"290.1"	"1977"	"1977"	573	219808632	0.3
	"Presenile dementia"	"290.1"	"1978"	"1978"	729	222102279	0.3
"Total"	"Presenile dementia"	"290.1"			4021	2320363006	0.2
	"Delirium tremens"	"291.0"	"1968"	"1968"	600	199533564	0.3
	"Delirium tremens"	"291.0"	"1969"	"1969"	603	201568206	0.3
	"Delirium tremens"	"291.0"	"1970"	"1970"	622	203458035	0.3
	"Delirium tremens"	"291.0"	"1971"	"1971"	544	206782970	0.3
	"Delirium tremens"	"291.0"	"1972"	"1972"	458	209237411	0.2
	"Delirium tremens"	"291.0"	"1973"	"1973"	469	211361965	0.2
	"Delirium tremens"	"291.0"	"1974"	"1974"	411	213436958	0.2
	"Delirium tremens"	"291.0"	"1975"	"1975"	316	215457198	0.1
	"Delirium tremens"	"291.0"	"1976"	"1976"	311	217615788	0.1
	"Delirium tremens"	"291.0"	"1977"	"1977"	287	219808632	0.1
	"Delirium tremens"	"291.0"	"1978"	"1978"	265	222102279	0.1
"Total"	"Delirium tremens"	"291.0"			4886	2320363006	0.2
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1968"	"1968"	18	199533564	0.0 (Unreliable)
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1969"	"1969"	19	201568206	0.0 (Unreliable)
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1970"	"1970"	17	203458035	0.0 (Unreliable)
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1971"	"1971"	19	206782970	0.0 (Unreliable)
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1972"	"1972"	24	209237411	0.0
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1973"	"1973"	26	211361965	0.0
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1974"	"1974"	24	213436958	0.0
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1975"	"1975"	26	215457198	0.0
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1976"	"1976"	20	217615788	0.0
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1977"	"1977"	16	219808632	0.0 (Unreliable)
	"Korsakov's psychosis (alcoholic)"	"291.1"	"1978"	"1978"	18	222102279	0.0 (Unreliable)
"Total"	"Korsakov's psychosis (alcoholic)"	"291.1"			227	2320363006	0.0
	"Other alcoholic hallucinosis"	"291.2"	"1968"	"1968"	4	199533564	0.0 (Unreliable)
	"Other alcoholic hallucinosis"	"291.2"	"1969"	"1969"	3	201568206	0.0 (Unreliable)
	"Other alcoholic hallucinosis"	"291.2"	"1970"	"1970"	3	203458035	0.0 (Unreliable)
	"Other alcoholic hallucinosis"	"291.2"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"Other alcoholic hallucinosis"	"291.2"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Other alcoholic hallucinosis"	"291.2"	"1973"	"1973"	6	211361965	0.0 (Unreliable)
